Unnamed: 0,date,username,tweet,label
30,2022-01-21 10:55:32+00:00,murianewscom,METRO JATENG Omicron Masuk Jateng Sembilan Orang Terpapar Selengkapnya klik tautan berikut ini Semarang Kasus Omicron Jateng,negative
31,2022-01-21 10:55:02+00:00,jpnncom,Satu keluarga di Kota Semarang terpapar Varian Omicron Begini Kronologi lengkapnya omicron,negative
32,2022-01-21 10:47:43+00:00,antaranews,Menurut Yana Mulyana enam warga yang positif Omicron kemungkinan transmisi lokal karena mereka tidak memiliki riwayat perjalanan ke luar negeri,negative
33,2022-01-21 10:42:51+00:00,PingPointID,Pemprov Jawa Barat barubaru ini datang ke Kota Depok usai kota ini jadi wilayah dengan lonjakan kasus COVID19 baru tertinggi di provinsi tersebut COVID19Depok Omicron OmicronDepok VarianOmicron,negative
36,2022-01-21 10:05:03+00:00,medianekita,Sepulang Dari Tanah Suci 87 Jemaah Umrah Indonesia Terkonfirmasi Covid19 10 Probable Omicron Umrah COVID19 Omicron Indonesia,negative
37,2022-01-21 09:49:21+00:00,antaranews,Kesembilan pasien terkonfirmasi positif Omicron di Jateng tersebar di Semarang Cilacap Pekalongan dan Sukoharjo,negative
39,2022-01-21 09:48:38+00:00,onnewscom,Kemenkes Sebut 87 Jemaah Umrah Indonesia Positif COVID19 Omicron,negative
3,2022-01-22 18:00:01+00:00,matamilenialID,Kasus Omicron Terbanyak Pelaku Perjalanan dari Arab Saudi Baca selengkapnya disini MataIndonesia Omicron Perjalanan ArabSaudi Covid19,negative
4,2022-01-22 15:37:00+00:00,tribunkaltim,Kejadian Pertama di Indonesia 2 Pasien Covid19 Omicron Meninggal Dunia Prediksi Gelombang Ketiga Covid19Indonesia Covid19 Omicron via tribunkaltim,negative
5,2022-01-22 15:16:48+00:00,Media_Rania,Kematian pertama akibat Omicron di seberang tambak bukti Covid19 bukan mainan Singapore Omicron,negative
6,2022-01-22 14:57:52+00:00,fajaronline,Jakarta Waspada Omicron Wagub Sebut Kasus Positif Bertambah Menjadi 1177 KasusOmicronJakarta Omicron WagubJakarta,negative
7,2022-01-22 14:49:28+00:00,infopenanews,Dua Pasien Terkonfirmasi Omicron Meninggal Dunia Omicron,negative
8,2022-01-22 14:46:25+00:00,fajaronline,Dua Pasien Covid19 Varian Omicron Meninggal Dunia covid19 MeninggalDunia Omicron,negative
9,2022-01-22 14:45:34+00:00,LarosMedia,BREAKING NEWS Dua Pasien yang Terinfeksi Covid 19 Varian Omicron Meninggal Nadia Siti Wajib Masker Omicron COVID19 INDONESIA,negative
10,2022-01-22 14:11:43+00:00,Vickey_Vijay_22,Sridharsw Intha Omicron Yepada poi tolivan Theatre ku poi yepa intha padathalam papom Beast,negative
11,2022-01-22 14:00:10+00:00,antaranews,Kemenkes laporkan dua pasien terkonfirmasi omicron telah meninggal dunia Satu pasien merupakan transmisi lokal dan satu lagi merupakan pelaku perjalanan luar negeri,negative
12,2022-01-22 13:43:48+00:00,chatnews_id,Kedua pasien yang meninggal itu positif Omicron dari transmisi lokal dan pelaku perjalanan luar negeri Omicron COVID19,negative
14,2022-01-22 13:09:03+00:00,terkinidotid,Kasus Omicron Merambak di Sulsel Warga Takalar dari Maluku Pasien Pertama Satgas COVID19 Sulawesi Selatan Sulsel melaporkan kasus varian Omicron pertama di Sulsel Kasus ini dialami seorang warga Kabupaten Takalarâ€¦ News omicronsulsel omicron,negative
16,2022-01-22 12:54:37+00:00,bharianmy,BHdunia Mangsa berusia 92 tahun tidak divaksin omicron coronavirus covid19,negative
18,2022-01-22 12:50:59+00:00,tribunkaltim,Kejadian Pertama di Indonesia 2 Pasien Covid19 Omicron Meninggal Dunia Prediksi Gelombang Ketiga Covid19Indonesia Covid19 Omicron via tribunkaltim,negative
22,2022-01-22 12:18:02+00:00,KabarSiang,Indonesia Umumkan 2 Pasien Omicron Meninggal Omicron,negative
24,2022-01-22 12:15:32+00:00,inewsdotid,2 Pasien Omicron Meninggal Punya Komorbid Satu Pelaku Perjalanan Luar Negeri omicron,negative
25,2022-01-22 12:10:45+00:00,holopiscom,â€œSatu kasus merupakan transmisi lokal meninggal di RS Sari Asih Ciputat dan satu lagi merupakan Pelaku Perjalanan Luar Negeri meninggal di RSPI Sulianti Sarosoâ€ kata juru bicara Kementerian Kesehatan Siti Nadia Tarmizi Sabtu 221 lawancovid19id kemenkesri Omicron,negative
26,2022-01-22 12:02:05+00:00,inewsdotid,Breaking News Kasus Omicron Naik 2 Pasien Meninggal omicron,negative
27,2022-01-22 12:00:58+00:00,Beritasatu,Indonesia mencatatkan 2 kasus kematian akibat varian Omicron Baca selengkapnya,negative
28,2022-01-22 11:59:53+00:00,_infoindonesia,Kementerian Kesehatan Kemenkes mengumumkan dua pasien yang dirawat akibat terpapar varian Omicron meninggal dunia Kasus kematian akibat Omicron ini merupakan yang pertama bagi Indonesia Omicron,negative
29,2022-01-22 11:54:28+00:00,kompascom,â€œSatu kasus merupakan transmisi lokal meninggal di Rumah Sakit RS Sari Asih Ciputat dan satu lagi merupakan pelaku perjalanan luar negeri meninggal di RSPI Sulianti Sarosoâ€ ujar Nadia Sabtu 2212022 BreakingNews Omicron Indonesia,negative
30,2022-01-22 11:45:59+00:00,chatnews_id,Dari 1027 orang yang terpapar Omicron 747 orang memiliki riwayat perjalanan luar negeri sedangkan 280 lainnya adalah transmisi lokal COVID19 Omicron,negative
31,2022-01-22 11:40:36+00:00,OfficialiNewsTV,Kedua kasus tersebut merupakan pelaporan fatalitas pertama di Indonesia akibat varian baru yang memiliki daya tular tinggi iNews PasienCOVID19 PasienOmicron Omicron KasusOmicron OmicronIndonesia COVID19Omicron COVID19,negative
33,2022-01-22 11:04:16+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 22 Januari 2022 Bertambah Lebih dari 3000 Kasus Positif update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
34,2022-01-22 10:55:19+00:00,LaibaTariq04,Apna khyl rkhyn sb Hr dosra bnda bimar ho rha coronavirus Omicron,negative
35,2022-01-22 10:43:10+00:00,aewin86,Seperti sudah diduga tembus 3000 kasus harian Omicron Covid19,negative
36,2022-01-22 10:07:11+00:00,fajaronline,Kemenkes Catat 1161 Kasus Omicron di Indonesia Terbanyak PPLN dari Arab Saudi ArabSaudi kemenkes Omicron PPLN,negative
37,2022-01-22 09:56:13+00:00,tvOneNews,Menteri Kesehatan Budi Gunadi Sadikin membenarkan bahwa serangan covid 19 varian Omicron sudah masuk di Indonesia bahkan sudah terjadi transmisi lokal Baca berita selengkapnya di NewsOne CariBeritaditvOne Omicron Menkes,negative
38,2022-01-22 09:22:03+00:00,inewsdotid,Dampak Omicron 15 Sekolah di Jakarta Masih Ditutup omicron,negative
39,2022-01-22 09:14:15+00:00,solotrustcom,Kasus Omicron Melonjak Menkes Puncak Omicron Bisa Dalam Waktu 40 Hari Omicron COVID19 Baca,negative
2,2022-01-23 22:55:04+00:00,KabarSiang,Mulai Ditemukan Kasus Omicron Klaster Keluarga Omicron,negative
4,2022-01-23 22:36:08+00:00,Hadiabusabikira,Akankah sekolah kembali menjadi daring Omicron pjj daring sekolah ptm,negative
5,2022-01-23 20:55:28+00:00,lovepatry_34,Bangsa arab dipuja puja Giliran kalimantan dibilang monyet Keparat Bajingan TangkapEdyMulyadi Omicron LouisTomlinsonWorldTour2022 LouisTomlinson Besok senin,negative
6,2022-01-23 20:35:15+00:00,JayPNdayisabye,ikinyagwa cya omicron ubu ntikiye bahu Cyari cyaduciyemo igikuba we Wabona kigiye numubano wa south and north Nawo ukagaruka Inkiko zigafunguka tukavira rimwe mu gihome Inzi nzozi ndaza kuzikabya tuu,negative
9,2022-01-23 15:00:00+00:00,SeputariNews,Kementerian Kesehatan mengumumkan dua kasus kematian akibat COVID19 varian omicron Kedua pasien omicron yang meninggal dunia dilaporkan memiliki penyakit penyerta atau komorbid CEN RCTI SeputariNewsRCTI Kemenkes Kematian Omicron COVID19,negative
10,2022-01-23 14:04:43+00:00,QEBNA,Derite holeo Ojha bujhlo kintu tao abar ordhek thik bujhlo Ei bubble concepttai vulval bises kore Omicron r khetre Emni emni ki Europe r kono league bio bubble proyog korche na besh kichu din,negative
11,2022-01-23 12:56:23+00:00,wartakotalive,Hari Kedua Penutupan Alunalun Kota Tangerang Masyarakat Kesal Kok Fasilitas Olahraga Ditutup alunalunkotatangerang omicron,negative
12,2022-01-23 12:34:32+00:00,monitorindo,Omicron Meningkat Selandia Baru Berlakukan Lockdown PM Jacinda Ardern Batal Nikah Omicron COVID19 JacindaArdernBatalNikah Lockdown SelandiaBaru PMJacindaArdern,negative
13,2022-01-23 12:27:01+00:00,jpnncom,Penyebaran Covid19 varian Omicron di DKI terus merangkak naik meluasnya varian B11529 ini membuat kasus aktif covid19 di DKI turut melonjak Omicron,negative
14,2022-01-23 11:45:43+00:00,cartoon_hariom,Omicron ki pitai OmicronInIndia Omicron UttarPradeshElection2022 UttarakhandElections2022,negative
16,2022-01-23 11:36:35+00:00,fajaronline,Update Covid19 Indonesia Penambahan Kasus 2925 Meninggal 14 Orang kemenkes Omicron PerkembanganCovid UpdateCovid019,negative
17,2022-01-23 10:52:00+00:00,HastoSuprayogo,PM New Zealand batal resepsi nikah garagara Omicron,negative
18,2022-01-23 10:43:14+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 23 Januari 2022 Kasus Aktif Bertambah Lebih dari 2000 Kasus update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
21,2022-01-23 10:00:02+00:00,Genpi_Co,Kementerian Kesehatan India mencatat kasus baru covid19 di atas angka 300 ribu selama empat hari berturutturut omicron,negative
23,2022-01-23 09:11:29+00:00,jhusilkiro2,Besar Pani to Oli covid omicron nepal,negative
28,2022-01-23 08:34:42+00:00,TenerifeTommy,RT RheaPara RT JaPenWPKL Kepentingan dos penggalak vaksin COVID19 TRIIS Penilaian kendiri COVID19 Kempen Putuskan Rantaian COVID19 Keluarga Malaysia IOW KomunikasiKita Omicron TRIIS KeluargaMalaysia LindungDiriLindungSemua â€¦,negative
29,2022-01-23 08:34:38+00:00,TenerifeTommy,RT RheaPara RT JaPenWPKL Kempen Putuskan Rantaian COVID19 Keluarga Malaysia IOW KomunikasiKita Omicron TRIIS KeluargaMalaysia LindungDiriLindungSemua KitaJagaKita KitaMestiMenang MenangBersama COVID19 coronavirus KLCeria â€¦,negative
31,2022-01-23 08:26:33+00:00,Beritasatu,Satu pasien Covid19 varian Omicron meninggal dunia di RS Sari Asih Ciputat Kota Tangerang Selatan pada 12 Januari 2022 Selengkapnya Omicron,negative
34,2022-01-23 07:00:01+00:00,validnewsid,Satgas Penanganan Covid19 mencatat kasus positif covid19 bertambah 3205 pada Sabtu 221 Jakarta dengan pertambahan tertinggi yakni 1825 kasus Tetap laksanakan prokes Sobat Valid omicron covid19Validnews,negative
36,2022-01-23 05:43:48+00:00,VideoTRIBUN,Penjelasan Kemenkes Mengenai 2 Orang Dikabarkan Meninggal karena Covid19 Varian Omicron Omicron Indonesia OmicronVirus BeritaTerkini Baca selengkapnyagt,negative
37,2022-01-23 05:34:48+00:00,heraldindo,Omicron di Jakarta Lebih 1000 Kasus Ini Reaksi Wagub omicron OmicronJakarta,negative
39,2022-01-23 05:02:03+00:00,terkinidotid,Kasus Omicron di Indonesia Tembus Angka 1000 Dua Pasien Meninggal Dunia Mantan Direktur WHO Buka Suara Kementerian Kesehatan Kemenkes melaporkan kasus pertama kematian pasien COVID19 varian Omicron di Indonesia â€¦ News omicron varianbarucovid,negative
0,2022-01-24 22:00:01+00:00,kompascom,Menko Marves Luhut Binsar Pandjaitan mengatakan gejala terpapar varian Omicron sulit dibedakan dengan flu biasa Omicron Corona Pandemi JernihkanHarapan,negative
2,2022-01-24 21:02:21+00:00,arini_rizka,Penelitian Terbaru Ini Efek Vaksin ke4 Covid ke Manula covid delmicron florona omicron,negative
4,2022-01-24 19:00:00+00:00,matamilenialID,Gegara Omicron PM Selandia Baru Jacinda Ardern Batal Nikah Baca selengkapnya disini mataindonesia omicron pmselandiabaru batalnikah,negative
5,2022-01-24 18:45:00+00:00,newsonepk,Bayania 24January2022 Dr Javed Akram Abdul Basit Abid Hasan NewsOne Bayania waheedh35 jakramaimc PMImranKhan PMImranKhan JusticeAyeshaMalik Covid19 Omicron Corruption MyPMImranKhan Polio,negative
8,2022-01-24 18:37:14+00:00,newsonepk,G For Gharidah 24Jaunary2022 Ali Muhammad Khan Khurram Dastgir K NewsOne GFarooqi AliMuhammadPTI kdastgirkhan QamarKairaPPP GharidahFarooqi GFG PMImranKhan JusticeAyeshaMalik Covid19 Omicron Corruption MyPMImranKhan,negative
14,2022-01-24 15:06:22+00:00,DobtrinsFD,Indonesia negara yang pintar Maka dari itu Indonesia tidak mau belajar dari sejarah dan pengalaman karena maunya buat sejarah baru omicron,negative
17,2022-01-24 14:38:22+00:00,aewin86,Dulu Demam jadi penanda terpapar varian Delta Untuk kasus Omicron batuk ada entry point Batuk kering 7 atau 63 persen Nyeri tenggorokan 6 atau 54 persen Pilek 3 atau 27 persen Sakit kepala 4 atau 36 persen Nyeri perut 1 Demam 2 atau 18 persen,negative
18,2022-01-24 14:25:19+00:00,JamiiForums,ISRAEL YADHIBITI OMICRON BAADA YA KUTOA DOZI YA NNE Wizara ya Afya ya Israel imesema Watu wenye umri wa miaka 60 na kuendelea waliopata Chanjo ya nne wameonesha kuwa na kinga ya Ugonjwa mara tatu zaidi kuliko wale waliopata Dozi tatu Soma UVIKO3,negative
21,2022-01-24 14:12:10+00:00,KashConvener,CSIRCDRI scientists develop RTPCR kit for Omicron variant CSIRIND CSIRCDRI DirectorCDRI,negative
24,2022-01-24 13:00:01+00:00,sehatq,Indonesia mencatatkan dua kasus kematian varian Omicron pertama pada Sabtu 221 Juru bicara Kemenkes RI Siti Nadia Tarmizi mengatakan bahwa kedua pasien yang meninggal memiliki penyakit komorbid penyakit covid19 omicron,negative
26,2022-01-24 12:45:02+00:00,terkinidotid,PTM Terbatas 100 Persen di Sekolah Akan Tetap Berlanjut Meski Penyebaran Omicron Melonjak Pemerintah memastikan pembelajaran tatap muka PTM terbatas 100 persen di sekolah akan tetap berlanjut meski penyebaran virus coronaâ€¦ News ptm omicron,negative
28,2022-01-24 12:33:56+00:00,monitorindo,Tersebar di 31 Sekolah di Jaksel Pemkot Temukan 57 Siswa Terpapar COVID19 Saat PTM PTM Omicron COVID19 SekolahDiJaksel WaliKotaJaksel Munjirin,negative
33,2022-01-24 11:25:13+00:00,jatimhariini_,Kasus Aktif Covid19 di Lumajang Naik Satu Pasien Suspek Omicron omicron covid19 lumajang jatimhariini,negative
35,2022-01-24 11:05:01+00:00,jpnncom,Menko Marves Luhut Binsar Panjaitan menyebut Covid19 varian Omicron bisa mengakibatkan lonjakan kasus kematian Begini penjelasannya Omicron,negative
39,2022-01-24 10:25:04+00:00,Beritasatu,Dari 1626 pasien Omicron yang membutuhkan tabung oksigen hanya 20 pasien dan ada 2 pasien yang meninggal Selengkapnya Omicron,negative
0,2022-01-25 23:33:00+00:00,newsmerahputih,Peningkatan kasus COVID19 terutama dipicu oleh penyebaran varian baru Omicron merahputihcom omicron covid19,negative
5,2022-01-25 17:16:04+00:00,Universo_AG,MEDICINE 25Jan2022 By UniversoAG Coronavirus Covid19 Pandemic Omicron Variant,negative
6,2022-01-25 15:15:03+00:00,jpnncom,Dua warga Karawang dilaporkan terpapar varian Omicron satu orang di antaranya merupakan seorang guru yang sudah menerima vaksin booster Omicron,negative
8,2022-01-25 14:20:17+00:00,ABCHAMP11,Berlin omicron,negative
9,2022-01-25 13:19:52+00:00,lampungpost_,Kasus harian covid19 di Kota Bandar Lampung kembali bertambah Penambahan kasus diiduga muncul dari sebuah aktivitas perjalanan COVID19 COVID covid19lampung Omicron OmicronVirus lampostco,negative
10,2022-01-25 13:14:26+00:00,bharianmy,BHdunia Syarikat farmaseutikal gergasi itu dijangka bersedia memfailkan kelulusan regulatori bagi vaksin itu menjelang Mac depan omicron vaksin coronavirus covid19,negative
11,2022-01-25 13:02:17+00:00,fajaronline,Omicron Mengganas di Jakarta Kasus Capai 1697 covid19 Jakarta Omicron,negative
12,2022-01-25 13:00:14+00:00,arirangtvnews,Virus concerns in S Korea Analysis COVID19 infection Omicron Arirang News News Center,negative
14,2022-01-25 12:39:00+00:00,kbxx_x,Beijing2022 Wuhan virus is ready Omicron,negative
18,2022-01-25 11:19:49+00:00,rmbantencom,21 Warga Banten yang Terapar Omicron Terbanyak Di Tangsel Omicron tangsel humastangsel Bidhumasbanten,negative
20,2022-01-25 11:03:24+00:00,bharianmy,BHnasional Semuanya sudah ada 7036 kes varian membimbangkan omicron coronavirus covid19,negative
23,2022-01-25 10:47:59+00:00,aewin86,4875 Kasus harian Hari sebelumnya 2927 Covid19 Omicron,negative
26,2022-01-25 10:41:34+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 25 Januari 2022 Kasus Aktif Bertambah hingga 3989 Kasus update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
28,2022-01-25 10:13:02+00:00,majoritionline,Kes Covid19 naik lagi majoriti primer GHZ70307 COVID19 Omicron,negative
33,2022-01-25 08:57:22+00:00,AvengerX30,HairyPoppins786 Sukar ye nhi bola tum hi Omicron ho tum hi Corona ho,negative
35,2022-01-25 08:43:20+00:00,RezhaSulee,itu omicron dari mana dah tau aja mau masuk bulan ramadhan dateng dia malah ke indonesia apa omicron kampungnya di indo OmicronIndonesia Omicron covid19,negative
36,2022-01-25 08:42:23+00:00,OfficialiNewsTV,Omicron dapat bertahan lebih lama pada permukaan plastik dan kulit manusia dibandingkan varian sebelumnya Selengkapnya iNews COVID19 Corona Jepang Omicron Delta Alpha Beta KedokteranPrefekturKyoto,negative
37,2022-01-25 08:41:39+00:00,RezhaSulee,mayoritas muslim negara indonesia pasti berpikir lokdon lagi aja gak bisa pulang kampung akibat omicron OmicronIndonesia Omicron covid19,negative
38,2022-01-25 08:39:40+00:00,RezhaSulee,bulan puasa mau datang eh covid varian baru datang juga OmicronIndonesia Omicron covid19,negative
4,2022-01-26 19:25:34+00:00,Beritabaruco,Omicron Mengganas di Jakarta Kasus Aktif Tembus 12196 DKIJakarta KasusAktifCovid19 KasusOmicron Omicron,negative
5,2022-01-26 19:02:21+00:00,arini_rizka,Gubernur Omicron di Jawa Barat Masih Terkendali covid delmicron florona omicron,negative
8,2022-01-26 17:18:03+00:00,inewsdotid,1922 Warga DKI Terpapar Omicron Mayoritas Pelaku Perjalanan Luar Negeri omicron,negative
11,2022-01-26 16:26:17+00:00,mainmainid_,Kasus Omicron di Indonesia Makin Menjamur Ini Gejala yang Perlu Diwaspadai Omicron CoronaUpdate CoronaUpdate OmicronVariant,negative
17,2022-01-26 14:26:46+00:00,rmbantencom,Siswa SMPN 4 Tangsel Terpapar Covid19 Pembelajaran Jarak Jauh Kembali Diberlakukan PTM COVID19 Omicron humastangsel,negative
18,2022-01-26 14:12:42+00:00,AdilFX37,Drama hero tamil varian omicron sudah bermula gaisss jahanam Omicron Malaysia Boosterdosekiller,negative
20,2022-01-26 13:41:21+00:00,JamiiForums,COVID19 Korea Kusini imerekodi maambukizi 13102 huku Mamlaka zikionya Kirusi cha Corona aina ya Omicron kinaweza kuchangia hadi 90 ya maambukizi mapya wiki zijazo Ni mara ya kwanza Visa zaidi ya 13000 kurekodiwa katika Taifa hilo Soma UVIKO3,negative
21,2022-01-26 13:16:02+00:00,terkinidotid,Pesan Bijak dr Tirta di Tengah Lonjakan Kasus Omicron di Indonesia Kasus COVID19 varian Omicron di Indonesia terus mengalami lonjakan Dokter sekaligus influencer Tirta Mandira Hudhi alias dr Tirta menyarankan pasien yangâ€¦ News drtirta omicron,negative
23,2022-01-26 13:07:49+00:00,aewin86,Dari Ribuan yang terjangkit Omicron di Inggeris 23nya mengaku penyintas Covid19 varian sebelumnya,negative
24,2022-01-26 12:56:05+00:00,fajaronline,Update Covid19 Naik Tajam Penambahan Kasus Baru 7010 Hari Ini covdi19 Omicron UpdateCovid19,negative
26,2022-01-26 12:20:09+00:00,yudisudiyono,Pejabat mah bebas omicron puanmaharani puan ketuadpr RezimBudakOligarki,negative
29,2022-01-26 11:46:00+00:00,newsmerahputih,Sejak varian Omicron dinyatakan masuk Jawa Barat jumlah kasus harian COVID19 bertambah cukup signifikan merahputihcom omicron update,negative
35,2022-01-26 11:21:53+00:00,danisdiy,Gila hormat mentelengi terus ngko dikiro ngece ngel wis COVID19 Omicron DPR,negative
36,2022-01-26 11:04:09+00:00,aewin86,Melonjak 7010 daritadinya 4000an harian DKI tembus 3509 kasus harian Covid19 Omicron JagaProkes PakaiMasker,negative
39,2022-01-26 09:59:09+00:00,monitorindo,Gelar Pesta Ultah Saat Lockdown Ketat Boris Johnson Terancam Mosi Tidak Percaya BorisJohnson MosiTidakPercaya PestaUlangTahun COVID19 Lockdown Omicron PMInggris,negative
0,2022-01-27 23:32:00+00:00,newsmerahputih,Libur Natal dan Tahun Baru 20212022 diklaim menjadi faktor penyebab lonjakan kasus COVID19 dan varian baru Omicron di Jakarta merahputihcom omicron covid19,negative
4,2022-01-27 16:59:45+00:00,ahmed45231050,Lanyakia Cluster Omicron,negative
5,2022-01-27 16:54:23+00:00,chatnews_id,Satgas Penanganan Covid19 menyatakan sub varian Omicron BA2 sedang menjadi perhatian COVID19 OMICRON omicronBA2,negative
8,2022-01-27 14:30:20+00:00,realAbikaTrader,Lagi mikir sekarang covid udah sampai di varian Omicron Apakah saat ini varian Delta Kappa atau varian lainnya menghilang,negative
9,2022-01-27 13:41:34+00:00,lampungpost_,Kasus harian covid19 di Lampung terus bertambah Terhitung dalam empat hari 2427 Januari 2022 jumlah kasus covid19 bertambah sebanyak 26 COVID19 COVID Covid19 Omicron omicronvirus lampostco,negative
11,2022-01-27 13:21:28+00:00,arini_rizka,Waspada Koreksi Mengancam IHSG Berpeluang Menguat Terbatas covid delmicron florona omicron,negative
12,2022-01-27 13:18:03+00:00,jpnncom,Menkes Budi Gunadi Sadikin menjelaskan tingkat keterisian tempat tidur di rumah sakit setelah kasus Omicron meningkat Omicron,negative
13,2022-01-27 13:13:03+00:00,mainmainid_,Ilmuwan Identifikasi Varian Versi Siluman dari Omicron BA2 Apa Itu Omicron coronadebat coronavirus COVID19,negative
15,2022-01-27 12:59:44+00:00,PostMalaysia,Tahap risiko yang berkaitan dengan varian Omicron kekal sangat tinggi kata WHO lewat semalam dengan jumlah kes baharu Covid19 mencecah satu lagi rekod tertinggi minggu lepas,negative
19,2022-01-27 12:10:18+00:00,MNowNews,Kes harian tertinggi sejak Disember 2021 27 Januari MalaysiaNow News FlashNews COVID19 Omicron,negative
21,2022-01-27 11:58:49+00:00,Beritasatu,Bertambah 222 Kasus Omicron di Indonesia Capai 1988 Pasien Baca selengkapnya,negative
22,2022-01-27 11:53:06+00:00,Beritabaruco,Empat Karyawan Pabrik di Gresik Terinfeksi Omicron Semuanya Transmisi Lokal Covid19Omicron Gresik Omicron PabrikdiGresik,negative
24,2022-01-27 11:35:22+00:00,fajaronline,Kasus Omicron di Indonesia Tembus 1988 Begini Pesan Menteri Kesehatan BudiGunadiSadikin Menkes Omicron UpdateOmicron,negative
26,2022-01-27 11:33:02+00:00,jpnncom,Menkes Budi Gunadi Sadikin mengungkapkan tiga orang meninggal akibat varian Omicron Omicron,negative
29,2022-01-27 11:23:02+00:00,jpnncom,Menkes Budi Gunadi Sadikin mengungkapkan kasus konfirmasi varian Omicron per Rabu 261 mencapai 1988 kasus Omicron,negative
30,2022-01-27 11:21:06+00:00,murianewscom,Terbaru Tiga Pasien Omicron di Indonesia Meninggal Dunia Selengkapnya Klik Tautan Berikut ini Jakarta Pasien Omicron Meninggal,negative
31,2022-01-27 10:47:08+00:00,hadiRochman1972,Om micron lagi memarahi semuanya Gawat inibisa2 gak ada yg di izinan mudik lebaran nanti Om micronemang bener bakal merembet ke jateng Sebelum merembetbisa gak micron nya di nasehati yg baik sama om Biar gk merembetkalo bandel dijewerlah Omicron,negative
37,2022-01-27 10:05:11+00:00,radar_malang,Ditracing 15 Warga Kota Malang Positif Covid19 Dinkes Pastikan Bukan Omicron DinkesKabMalang COVID19 PPKM OmicronVarient JatimPemprov news BeritaTerkini dprdmalangkota Omicron,negative
38,2022-01-27 09:58:47+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 27 Januari 2022 Kasus Aktif Bertambah hingga 6427 Kasus update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
